d:\xampp\mysql\bin\mysqld.exe, Version: 10.4.32-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: D:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		   574 Quit	
		   573 Quit	
241015 11:36:46	   575 Connect	pma@localhost as anonymous on 
		   576 Connect	root@localhost as anonymous on 
		   576 Query	SELECT @@version, @@version_comment
		   576 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   576 Query	SET lc_messages = 'en_US'
		   575 Query	SHOW TABLES FROM `phpmyadmin`
		   575 Init DB	phpmyadmin
		   575 Query	SHOW TABLES FROM `phpmyadmin`
		   575 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   575 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   575 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   575 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   575 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   575 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   576 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   575 Query	SHOW TABLES FROM `phpmyadmin`
		   575 Init DB	phpmyadmin
		   575 Query	SHOW TABLES FROM `phpmyadmin`
		   575 Init DB	phpmyadmin
		   575 Query	SHOW TABLES FROM `phpmyadmin`
		   575 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   575 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   575 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   575 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   575 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   575 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   575 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   575 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   576 Query	SELECT 1 FROM mysql.user LIMIT 1
		   576 Query	SELECT CURRENT_USER()
		   576 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   576 Quit	
		   575 Quit	
		   577 Connect	pma@localhost as anonymous on 
		   578 Connect	root@localhost as anonymous on 
		   578 Query	SELECT @@version, @@version_comment
		   578 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   578 Query	SET lc_messages = 'en_US'
		   577 Query	SHOW TABLES FROM `phpmyadmin`
		   577 Init DB	phpmyadmin
		   577 Query	SHOW TABLES FROM `phpmyadmin`
		   577 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   577 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   577 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   577 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   577 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   577 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   578 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   577 Query	SHOW TABLES FROM `phpmyadmin`
		   577 Init DB	phpmyadmin
		   577 Query	SHOW TABLES FROM `phpmyadmin`
		   577 Init DB	phpmyadmin
		   577 Query	SHOW TABLES FROM `phpmyadmin`
		   577 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   577 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   577 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   577 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   577 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   577 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   577 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   577 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   578 Query	SELECT 1 FROM mysql.user LIMIT 1
		   578 Query	SELECT CURRENT_USER()
		   578 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   578 Quit	
		   577 Quit	
		   579 Connect	pma@localhost as anonymous on 
		   580 Connect	root@localhost as anonymous on 
		   580 Query	SELECT @@version, @@version_comment
		   580 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   580 Query	SET lc_messages = 'en_US'
		   579 Query	SHOW TABLES FROM `phpmyadmin`
		   579 Init DB	phpmyadmin
		   579 Query	SHOW TABLES FROM `phpmyadmin`
		   579 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   579 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   579 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   579 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   579 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   579 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   580 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   579 Query	SHOW TABLES FROM `phpmyadmin`
		   579 Init DB	phpmyadmin
		   579 Query	SHOW TABLES FROM `phpmyadmin`
		   579 Init DB	phpmyadmin
		   579 Query	SHOW TABLES FROM `phpmyadmin`
		   579 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   579 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   579 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   579 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   579 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   579 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   579 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   579 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   580 Query	SELECT 1 FROM mysql.user LIMIT 1
		   580 Query	SELECT CURRENT_USER()
		   580 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   580 Quit	
		   579 Quit	
		   581 Connect	pma@localhost as anonymous on 
		   582 Connect	root@localhost as anonymous on 
		   582 Query	SELECT @@version, @@version_comment
		   582 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   582 Query	SET lc_messages = 'en_US'
		   581 Query	SHOW TABLES FROM `phpmyadmin`
		   581 Init DB	phpmyadmin
		   581 Query	SHOW TABLES FROM `phpmyadmin`
		   581 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   581 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   581 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   581 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   581 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   581 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   582 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   581 Query	SHOW TABLES FROM `phpmyadmin`
		   581 Init DB	phpmyadmin
		   581 Query	SHOW TABLES FROM `phpmyadmin`
		   581 Init DB	phpmyadmin
		   581 Query	SHOW TABLES FROM `phpmyadmin`
		   581 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   581 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   581 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   581 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   581 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   581 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   581 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   581 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   582 Query	SELECT CURRENT_USER()
		   582 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   581 Query	SELECT `db_name`, COUNT(*) AS `count` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' GROUP BY `db_name`
		   581 Query	SELECT `item_name` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' AND `item_type`='group' AND `db_name`='usermanagement'
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		   582 Query	SELECT @@lower_case_table_names
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` ='usermanagement' AND `ROUTINE_TYPE`='FUNCTION'
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` ='usermanagement'AND `ROUTINE_TYPE`='PROCEDURE'
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` ='usermanagement'
		   582 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		   581 Query	SELECT `item_name` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' AND `item_type`='table' AND `db_name`='usermanagement'
		   582 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   582 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   582 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   582 Query	SELECT 1 FROM mysql.user LIMIT 1
